id,car_model,fuel_type,transmission,price,odo,year,khv,vdk,blg
3305,Toyota RAV4,гибрид,вариатор,4150000,40000.0,2020,0,0,1
3306,Toyota Corolla,бензин,вариатор,1625000,89000.0,2019,0,0,1
3307,Toyota Crown,гибрид,вариатор,3290000,36000.0,2019,0,0,1
3308,Toyota Land Cruiser Prado,бензин,АКПП,2100000,220000.0,2004,0,0,1
3309,Toyota Harrier,гибрид,вариатор,3550000,71000.0,2017,0,0,1
3310,Toyota Noah,гибрид,вариатор,2250000,73851.0,2019,0,0,1
3311,Toyota Camry,бензин,АКПП,1010000,205000.0,2008,0,0,1
3312,Toyota Esquire,бензин,вариатор,2050000,163500.0,2014,0,0,1
3313,Toyota Land Cruiser,бензин,АКПП,5500000,170000.0,2016,0,0,1
3314,Toyota Wish,автомат,передний,1150000,176700.0,2012,0,0,1
3315,Toyota Alphard,гибрид,вариатор,5900000,98000.0,2020,0,0,1
3316,Toyota C-HR,гибрид,автомат,2150000,95000.0,2018,0,0,1
3317,Toyota Aqua,гибрид,вариатор,950000,120000.0,2017,0,0,1
3318,Toyota Land Cruiser,бензин,АКПП,4500000,242000.0,2012,0,0,1
3319,Toyota Rush,бензин,АКПП,1100000,55000.0,2012,0,0,1
3320,Toyota Corolla Fielder,бензин,автомат,1060000,142500.0,2011,0,0,1
3321,Toyota Mark X,бензин,АКПП,1100000,317000.0,2005,0,0,1
3322,Toyota Platz,бензин,АКПП,405000,208000.0,2003,0,0,1
3323,Toyota Chaser,бензин,АКПП,810000,269999.0,1998,0,0,1
3324,Toyota Wish,бензин,вариатор,1550000,129000.0,2013,0,0,1
3325,Toyota Land Cruiser Prado,бензин,АКПП,4200000,70000.0,2016,0,0,1
3326,Toyota Corolla Axio,бензин,вариатор,1100000,138000.0,2015,0,0,1
3327,Toyota Wish,бензин,вариатор,1685000,64000.0,2013,0,0,1
3328,Toyota Chaser,бензин,автомат,875000,286571.0,1986,0,0,1
3329,Toyota Allion,бензин,АКПП,700000,280000.0,2005,0,0,1
3330,Toyota Vitz,бензин,вариатор,715000,104270.0,2015,0,0,1
3331,Toyota Corona SF,бензин,механика,150000,200000.0,1984,0,0,1
3332,Toyota Chaser,бензин,АКПП,650000,388000.0,1993,0,0,1
3333,Toyota Wish,бензин,вариатор,1110000,92000.0,2012,0,0,1
3334,Toyota Land Cruiser,бензин,АКПП,1550000,356000.0,1999,0,0,1
3335,Toyota Land Cruiser Prado,бензин,АКПП,2600000,244000.0,2010,0,0,1
3336,Toyota Hiace,бензин,АКПП,329999,300000.0,1990,0,0,1
3337,Toyota Prius,гибрид,вариатор,1170000,220000.0,2012,0,0,1
3338,Toyota Vitz,бензин,вариатор,550000,111.0,2009,0,0,1
3339,Toyota Verossa,бензин,АКПП,700000,362031.0,2001,0,0,1
3340,Toyota Land Cruiser,дизель,АКПП,2620000,283551.0,1995,0,0,1
3341,Toyota RAV4,бензин,вариатор,1500000,149000.0,2012,0,0,1
3342,Toyota Succeed,бензин,АКПП,700000,294000.0,2008,0,0,1
3343,Toyota Corolla Axio,бензин,автомат,1070000,140000.0,2017,0,0,1
3344,Toyota Mark II,бензин,АКПП,160000,500000.0,1994,0,0,1
3345,Toyota Corolla,бензин,АКПП,850000,177.0,2006,0,0,1
3346,Toyota Ractis,бензин,вариатор,750000,190000.0,2012,0,0,1
3347,Toyota Allion,бензин,вариатор,910000,248000.0,2008,0,0,1
3348,Toyota C-HR,бензин,вариатор,1850000,38200.0,2018,0,0,1
3349,Toyota Land Cruiser Prado,бензин,автомат,2850000,161000.0,2012,0,0,1
3350,Toyota Vitz,бензин,АКПП,700000,130000.0,2009,0,0,1
3351,Toyota Allion,бензин,вариатор,900000,247116.0,2007,0,0,1
3352,Toyota Voxy,гибрид,вариатор,1970000,180000.0,2014,0,0,1
3353,Toyota Premio,бензин,АКПП,720000,229000.0,2006,0,0,1
3354,Toyota Corolla,бензин,АКПП,570000,170000.0,2004,0,0,1
3355,Toyota Corolla,бензин,вариатор,1850000,120000.0,2020,0,0,1
3356,Toyota Cresta,бензин,АКПП,450000,250000.0,1992,0,0,1
3357,Toyota Land Cruiser Prado,бензин,АКПП,5000000,68000.0,2020,0,0,1
3358,Toyota Passo,бензин,АКПП,490000,257450.0,2009,0,0,1
3359,Toyota Land Cruiser,дизель,АКПП,2550000,197000.0,1996,0,0,1
3360,Toyota Prius,гибрид,вариатор,650000,266000.0,2008,0,0,1
3361,Toyota Vitz,гибрид,вариатор,1180000,117500.0,2017,0,0,1
3362,Toyota C-HR,бензин,вариатор,1580000,125322.0,2016,0,0,1
3363,Toyota Premio,бензин,вариатор,1400000,63000.0,2013,0,0,1
3364,Toyota Wish,бензин,АКПП,675000,260000.0,2004,0,0,1
3365,Toyota Prius,гибрид,вариатор,1050000,175000.0,2013,0,0,1
3366,Toyota Noah,бензин,АКПП,1000000,218000.0,2002,0,0,1
3367,Toyota Prius,гибрид,вариатор,900000,350000.0,2011,0,0,1
3368,Toyota Vitz,бензин,вариатор,650000,156585.0,2011,0,0,1
3369,Toyota Corolla,автомат,4WD,75000,160000.0,1988,0,0,1
3370,Toyota Allion,бензин,вариатор,1500000,160000.0,2018,0,0,1
3371,Toyota Crown,гибрид,вариатор,2310000,167000.0,2013,0,0,1
3372,Toyota Land Cruiser Prado,бензин,АКПП,6500000,114276.0,2018,0,0,1
3373,Toyota Kluger V,бензин,АКПП,1250000,325000.0,2001,0,0,1
3374,Toyota Crown,бензин,АКПП,700000,230000.0,1998,0,0,1
3375,Toyota Wish,бензин,вариатор,1250000,84000.0,2010,0,0,1
3376,Toyota Cresta,бензин,АКПП,750000,305000.0,1994,0,0,1
3377,Toyota Voxy,бензин,вариатор,1350000,162000.0,2009,0,0,1
3378,Toyota Land Cruiser Prado,бензин,АКПП,2220000,221843.0,2004,0,0,1
3379,Toyota Corolla Fielder,бензин,автомат,1120000,180000.0,2013,0,0,1
3380,Toyota Wish,бензин,вариатор,1445000,144000.0,2014,0,0,1
3381,Toyota Wish,бензин,АКПП,950000,254000.0,2004,0,0,1
3382,Toyota Crown,гибрид,вариатор,3750000,103000.0,2020,0,0,1
3383,Toyota Lite Ace Noah,бензин,АКПП,775000,202000.0,1996,0,0,1
3384,Toyota Yaris,бензин,вариатор,1120000,53184.0,2020,0,0,1
3385,Toyota Corona SF,автомат,передний,300000,320120.0,1992,0,0,1
3386,Toyota Premio,бензин,АКПП,850000,136000.0,2005,0,0,1
3387,Toyota Crown,бензин,АКПП,410000,388000.0,1996,0,0,1
3388,Toyota Chaser,бензин,АКПП,400000,13000.0,1990,0,0,1
3389,Toyota Premio,бензин,вариатор,900000,140000.0,2010,0,0,1
3390,Toyota C-HR,бензин,вариатор,2350000,9700.0,2020,0,0,1
3391,Toyota Vitz,бензин,вариатор,780000,65000.0,2015,0,0,1
3392,Toyota Harrier,бензин,вариатор,2600000,150000.0,2015,0,0,1
3393,Toyota Raize,бензин,вариатор,1690000,55200.0,2020,0,0,1
3394,Toyota Corolla Fielder,бензин,вариатор,1020000,146422.0,2014,0,0,1
3395,Toyota Allion,бензин,вариатор,1220000,117000.0,2012,0,0,1
3396,Toyota Wish,бензин,АКПП,650000,254000.0,2007,0,0,1
3397,Toyota Passo,бензин,вариатор,200000,100000.0,2016,0,0,1
3398,Toyota Mark II,бензин,механика,900000,212000.0,1996,0,0,1
3399,Toyota Prius,гибрид,вариатор,1250000,181000.0,2012,0,0,1
3400,Toyota Hilux,дизель,АКПП,4600000,30646.0,2020,0,0,1
3401,Toyota Prius Alpha,гибрид,вариатор,1250000,160000.0,2014,0,0,1
3402,Toyota Prius Alpha,гибрид,вариатор,1470000,160000.0,2013,0,0,1
3403,Toyota Sai,гибрид,вариатор,1700000,92345.0,2014,0,0,1
3404,Toyota Roomy,бензин,вариатор,1000000,93000.0,2018,0,0,1
3405,Toyota Crown,бензин,АКПП,2950000,117500.0,2016,0,0,1
3406,Toyota Corolla Fielder,бензин,вариатор,780000,210000.0,2008,0,0,1
3407,Toyota Isis,бензин,вариатор,910000,228000.0,2009,0,0,1
3408,Toyota Vitz,бензин,вариатор,1350000,56000.0,2018,0,0,1
3409,Toyota Land Cruiser Prado,бензин,АКПП,2900000,278222.0,2010,0,0,1
3410,Toyota Funcargo,бензин,АКПП,620000,238.0,2003,0,0,1
3411,Toyota Voxy,бензин,вариатор,1175000,163000.0,2008,0,0,1
3412,Toyota Wish,бензин,АКПП,660000,271500.0,2004,0,0,1
3413,Toyota Harrier,бензин,вариатор,2200000,130000.0,2014,0,0,1
3414,Toyota Aristo,бензин,АКПП,800000,350000.0,1997,0,0,1
3415,Toyota C-HR,бензин,вариатор,1590000,61000.0,2017,0,0,1
3416,Toyota Town Ace,бензин,автомат,110000,300000.0,1993,0,0,1
3417,Toyota Prius,гибрид,вариатор,1050000,197500.0,2009,0,0,1
3418,Toyota Prius,гибрид,вариатор,1560000,172000.0,2017,0,0,1
3419,Toyota Harrier,гибрид,вариатор,2900000,64000.0,2015,0,0,1
3420,Toyota Land Cruiser Prado,бензин,АКПП,12900000,,2024,0,0,1
3421,Toyota Camry,бензин,вариатор,4299000,,2024,0,0,1
3422,Toyota Corolla,бензин,АКПП,370000,274300.0,1998,0,0,1
3423,Toyota Prius,гибрид,автомат,2100000,36700.0,2021,0,0,1
3424,Toyota Belta,бензин,вариатор,430000,321261.0,2006,0,0,1
3425,Toyota Mark II,бензин,АКПП,480000,215000.0,2001,0,0,1
3426,Toyota Vitz,бензин,вариатор,600000,55000.0,2008,0,0,1
3427,Toyota Cresta,бензин,автомат,500000,175000.0,1998,0,0,1
3428,Toyota Prius,гибрид,вариатор,1199000,195000.0,2015,0,0,1
3429,Toyota Allion,бензин,вариатор,1250000,118000.0,2009,0,0,1
3430,Toyota Crown,бензин,АКПП,400000,262674.0,1995,0,0,1
3431,Toyota Voxy,бензин,вариатор,1700000,142000.0,2016,0,0,1
3432,Toyota Vitz,бензин,вариатор,780000,100710.0,2014,0,0,1
3433,Toyota Ipsum,бензин,АКПП,433000,211190.0,1996,0,0,1
3434,Toyota Vitz,бензин,вариатор,755000,97900.0,2014,0,0,1
3435,Toyota Land Cruiser,бензин,АКПП,9100000,168000.0,2019,0,0,1
3436,Toyota Wish,бензин,АКПП,755000,299999.0,2004,0,0,1
3437,Toyota Kluger V,бензин,АКПП,900000,200000.0,2001,0,0,1
3438,Toyota Vitz,гибрид,вариатор,1255000,40000.0,2019,0,0,1
3439,Toyota Rush,бензин,механика,1385000,65000.0,2007,0,0,1
3440,Toyota Estima,гибрид,вариатор,675000,250000.0,2005,0,0,1
3441,Toyota Land Cruiser Prado,дизель,АКПП,1045000,170000.0,1996,0,0,1
3442,Toyota Alphard,бензин,АКПП,1335000,295000.0,2005,0,0,1
3443,Toyota Mark X,бензин,АКПП,835000,250000.0,2006,0,0,1
3444,Toyota Ipsum,бензин,АКПП,525000,250000.0,1999,0,0,1
3445,Toyota Caldina,бензин,АКПП,800000,215000.0,2003,0,0,1
3446,Toyota Voxy,бензин,вариатор,2150000,135000.0,2018,0,0,1
3447,Toyota Premio,бензин,вариатор,1250000,162000.0,2015,0,0,1
3448,Toyota Mark II,бензин,АКПП,650000,115000.0,1995,0,0,1
3449,Toyota Harrier,бензин,АКПП,950000,600000.0,2000,0,0,1
3450,Toyota Camry,бензин,АКПП,1850000,230000.0,2014,0,0,1
3451,Toyota Lite Ace,дизель,механика,250000,280000.0,1990,0,0,1
3452,Toyota Probox,бензин,вариатор,1600000,69500.0,2020,0,0,1
3453,Toyota Prius,гибрид,вариатор,770000,306000.0,2012,0,0,1
3454,Toyota Prius,гибрид,вариатор,1570000,161109.0,2018,0,0,1
3455,Toyota Vitz,бензин,вариатор,795000,83000.0,2012,0,0,1
3456,Toyota Alphard,гибрид,вариатор,5350000,54000.0,2022,0,0,1
3457,Toyota Corolla Fielder,бензин,вариатор,1350000,79000.0,2018,0,0,1
3458,Toyota Prius,гибрид,вариатор,1450000,210000.0,2016,0,0,1
3459,Toyota Corolla Spacio,бензин,АКПП,355000,110000.0,1997,0,0,1
3460,Toyota Raize,бензин,вариатор,1750000,25400.0,2020,0,0,1
3461,Toyota Vitz,бензин,вариатор,590000,154000.0,2009,0,0,1
3462,Toyota Yaris,бензин,вариатор,1000000,91000.0,2020,0,0,1
3463,Toyota Land Cruiser,дизель,АКПП,2050000,250000.0,2004,0,0,1
3464,Toyota Prius,гибрид,вариатор,1050000,233000.0,2010,0,0,1
3465,Toyota Mark II,бензин,АКПП,1000000,10000.0,2001,0,0,1
3466,Toyota Raize,бензин,вариатор,1720000,57300.0,2020,0,0,1
3467,Toyota Caldina,бензин,АКПП,795000,250000.0,2005,0,0,1
3468,Toyota Sienta,гибрид,вариатор,1700000,88000.0,2017,0,0,1
3469,Toyota Land Cruiser,бензин,АКПП,2399999,100000.0,2000,0,0,1
3470,Toyota Prius,гибрид,вариатор,850000,110000.0,2008,0,0,1
3471,Toyota Wish,бензин,вариатор,1345000,70000.0,2011,0,0,1
3472,Toyota Prius PHV,гибрид,вариатор,2050000,126000.0,2017,0,0,1
3473,Toyota Land Cruiser Prado,бензин,АКПП,1900000,265000.0,2003,0,0,1
3474,Toyota Allion,бензин,вариатор,850000,196000.0,2010,0,0,1
3475,Toyota Noah,бензин,вариатор,1520000,196000.0,2012,0,0,1
3476,Toyota Crown,бензин,автомат,1980000,194000.0,2010,0,0,1
3477,Toyota Ipsum,бензин,АКПП,800000,206000.0,2001,0,0,1
3478,Toyota Caldina,бензин,АКПП,500000,350000.0,1999,0,0,1
3479,Toyota RAV4,бензин,вариатор,1400000,168000.0,2011,0,0,1
3480,Toyota Prius,гибрид,вариатор,1300000,221000.0,2014,0,0,1
3481,Toyota Probox,бензин,вариатор,900000,140000.0,2015,0,0,1
3482,Toyota Land Cruiser,дизель,АКПП,4340000,160000.0,2013,0,0,1
3483,Toyota Crown,бензин,АКПП,415000,394781.0,1995,0,0,1
3484,Toyota Yaris Cross,бензин,вариатор,1950000,50000.0,2020,0,0,1
3485,Toyota Ractis,бензин,вариатор,1050000,67000.0,2015,0,0,1
3486,Toyota Allion,бензин,АКПП,700000,250000.0,2001,0,0,1
3487,Toyota Crown,гибрид,вариатор,2575000,172.0,2014,0,0,1
3488,Toyota Harrier,бензин,вариатор,2500000,101000.0,2015,0,0,1
3489,Toyota Allion,бензин,вариатор,1500000,129657.0,2008,0,0,1
3490,Toyota Kluger V,бензин,АКПП,980000,226456.0,2001,0,0,1
3491,Toyota Passo,бензин,вариатор,460000,141200.0,2010,0,0,1
3492,Toyota Camry,бензин,АКПП,2700000,81000.0,2018,0,0,1
3493,Toyota Land Cruiser Prado,бензин,АКПП,2250000,265000.0,2006,0,0,1
3494,Toyota Vitz,бензин,вариатор,950000,48000.0,2019,0,0,1
3495,Toyota Caldina,бензин,АКПП,350000,294000.0,2001,0,0,1
3496,Toyota Allion,бензин,вариатор,1100000,100000.0,2007,0,0,1
3497,Toyota Allion,бензин,вариатор,1550000,129000.0,2013,0,0,1
3498,Toyota C-HR,бензин,вариатор,1600000,125000.0,2016,0,0,1
3499,Toyota Corolla Fielder,бензин,вариатор,1650000,164000.0,2017,0,0,1
3500,Toyota Premio,бензин,вариатор,1100000,195.0,2010,0,0,1
3501,Toyota Verossa,бензин,АКПП,650000,306380.0,2001,0,0,1
3502,Toyota Harrier,гибрид,вариатор,1750000,240000.0,2005,0,0,1
3503,Toyota Corolla,бензин,робот,750000,163000.0,2008,0,0,1
3504,Toyota C-HR,бензин,вариатор,1930000,50000.0,2020,0,0,1
3505,Toyota Corolla Spacio,бензин,АКПП,400000,269000.0,1997,0,0,1
3506,Toyota Probox,бензин,АКПП,495000,220000.0,2007,0,0,1
3507,Toyota Land Cruiser Prado,бензин,АКПП,2950000,207000.0,2011,0,0,1
3508,Toyota Premio,бензин,АКПП,720000,280000.0,2003,0,0,1
3509,Toyota Cresta,бензин,автомат,270000,398200.0,1996,0,0,1
3510,Toyota Corolla Fielder,бензин,АКПП,800000,178000.0,2005,0,0,1
3511,Toyota Land Cruiser,дизель,АКПП,4800000,221629.0,2013,0,0,1
3512,Toyota Ractis,бензин,вариатор,580000,278000.0,2006,0,0,1
3513,Toyota Probox,бензин,АКПП,730000,179431.0,2011,0,0,1
3514,Toyota Crown,бензин,АКПП,250000,562000.0,1992,0,0,1
3515,Toyota Camry,бензин,АКПП,800000,257000.0,2002,0,0,1
3516,Toyota Camry Gracia,бензин,АКПП,280000,200000.0,1998,0,0,1
3517,Toyota Prius,гибрид,вариатор,1890000,75000.0,2019,0,0,1
3518,Toyota Land Cruiser Prado,бензин,АКПП,1880000,184000.0,1999,0,0,1
3519,Toyota Sai,гибрид,вариатор,1900000,160000.0,2016,0,0,1
3520,Toyota Prius,гибрид,вариатор,1600000,176000.0,2016,0,0,1
3521,Toyota Vanguard,бензин,вариатор,1050000,212000.0,2012,0,0,1
3522,Toyota Land Cruiser,дизель,АКПП,4100000,50000.0,2012,0,0,1
3523,Toyota Prius,гибрид,вариатор,540000,300000.0,2004,0,0,1
3524,Toyota Estima,гибрид,вариатор,1950000,155000.0,2013,0,0,1
3525,Toyota Vitz,бензин,вариатор,495000,155000.0,2010,0,0,1
3526,Toyota Prius,гибрид,вариатор,1200000,225000.0,2012,0,0,1
3527,Toyota Corolla,бензин,АКПП,355000,270000.0,1999,0,0,1
3528,Toyota Land Cruiser Prado,бензин,АКПП,2450000,319000.0,2003,0,0,1
3529,Toyota Passo,бензин,вариатор,850000,97000.0,2019,0,0,1
3530,Toyota Corolla Fielder,гибрид,вариатор,1330000,100000.0,2015,0,0,1
3531,Toyota Land Cruiser,бензин,АКПП,5200000,115000.0,2013,0,0,1
3532,Toyota Land Cruiser,бензин,АКПП,3500000,170000.0,1994,0,0,1
3533,Toyota Cresta,бензин,АКПП,2200000,131000.0,1998,0,0,1
3534,Toyota Mark X,бензин,АКПП,2000000,100000.0,2010,0,0,1
3535,Toyota Camry,гибрид,вариатор,1950000,180000.0,2012,0,0,1
3536,Toyota Allion,бензин,АКПП,640000,243500.0,2003,0,0,1
3537,Toyota Crown,бензин,АКПП,2100000,270000.0,2008,0,0,1
3538,Toyota Land Cruiser,дизель,АКПП,3300000,360000.0,2013,0,0,1
3539,Toyota Harrier,бензин,АКПП,880000,270000.0,1998,0,0,1
3540,Toyota Caldina,бензин,автомат,650000,200000.0,1990,0,0,1
3541,Toyota Vitz,бензин,вариатор,500000,180000.0,2010,0,0,1
3542,Toyota Land Cruiser,бензин,автомат,2700000,530000.0,2008,0,0,1
3543,Toyota Crown Majesta,бензин,АКПП,1200000,330000.0,2003,0,0,1
3544,Toyota Mark II,бензин,АКПП,900000,201000.0,1999,0,0,1
3545,Toyota Hilux Surf,дизель,АКПП,730000,248400.0,1993,0,0,1
3546,Toyota Probox,бензин,АКПП,790000,135000.0,2013,0,0,1
3547,Toyota Camry,бензин,АКПП,1200000,203000.0,2009,0,0,1
3548,Toyota Vista Ardeo,бензин,АКПП,550000,300000.0,2003,0,0,1
3549,Toyota Prius,гибрид,вариатор,1160000,198000.0,2009,0,0,1
3550,Toyota Land Cruiser Prado,бензин,АКПП,5300000,19000.0,2021,0,0,1
3551,Toyota Auris,бензин,вариатор,700000,290000.0,2008,0,0,1
3552,Toyota Prius,гибрид,вариатор,930000,151200.0,2009,0,0,1
3553,Toyota Hilux,дизель,механика,1300000,263000.0,1994,0,0,1
3554,Toyota Crown,бензин,АКПП,930000,200000.0,2001,0,0,1
3555,Toyota Land Cruiser,бензин,АКПП,2400000,240000.0,2005,0,0,1
3556,Toyota Premio,бензин,вариатор,1435000,60000.0,2010,0,0,1
3557,Toyota Land Cruiser Prado,бензин,АКПП,3815000,285000.0,2014,0,0,1
3558,Toyota Harrier,гибрид,вариатор,5300000,10000.0,2022,0,0,1
3559,Toyota Corolla,бензин,механика,290000,200000.0,2002,0,0,1
3560,Toyota Prius,гибрид,вариатор,820000,301000.0,2012,0,0,1
3561,Toyota Corolla Fielder,бензин,АКПП,550000,193446.0,2004,0,0,1
3562,Toyota C-HR,гибрид,вариатор,2100000,114400.0,2018,0,0,1
3563,Toyota Land Cruiser,бензин,АКПП,2200000,400000.0,2004,0,0,1
3564,Toyota Land Cruiser,дизель,механика,3000000,185000.0,1995,0,0,1
3565,Toyota Land Cruiser,дизель,механика,2850000,268000.0,1997,0,0,1
3566,Toyota Hiace,бензин,АКПП,670000,327000.0,1999,0,0,1
3567,Toyota Hilux Surf,дизель,механика,700000,174000.0,1989,0,0,1
3568,Toyota Succeed,бензин,вариатор,930000,134000.0,2017,0,0,1
3569,Toyota Allion,бензин,вариатор,1250000,185300.0,2013,0,0,1
3570,Toyota Aqua,гибрид,вариатор,850000,166.0,2014,0,0,1
3571,Toyota Celica,бензин,механика,800000,220000.0,1997,0,0,1
3572,Toyota Roomy,бензин,вариатор,1050000,32000.0,2020,0,0,1
3573,Toyota RAV4,бензин,вариатор,1600000,140000.0,2010,0,0,1
3574,Toyota Noah,бензин,вариатор,2235000,137000.0,2020,0,0,1
3575,Toyota Harrier,бензин,АКПП,1450000,250000.0,2003,0,0,1
3576,Toyota Camry,гибрид,вариатор,3300000,100000.0,2017,0,0,1
3577,Toyota Prius,гибрид,вариатор,1300000,115000.0,2012,0,0,1
3578,Toyota Probox,бензин,АКПП,350000,300000.0,2002,0,0,1
3579,Toyota Probox,бензин,вариатор,885000,170000.0,2016,0,0,1
3580,Toyota Prius,гибрид,вариатор,720000,225000.0,2011,0,0,1
3581,Toyota Land Cruiser Prado,бензин,АКПП,1850000,230000.0,2003,0,0,1
3582,Toyota Vitz,бензин,вариатор,795000,40000.0,2012,0,0,1
3583,Toyota Probox,бензин,вариатор,1390000,90000.0,2021,0,0,1
3584,Toyota Succeed,бензин,вариатор,1390000,98000.0,2019,0,0,1
3585,Toyota Premio,бензин,вариатор,2159000,89000.0,2019,0,0,1
3586,Toyota Passo,бензин,вариатор,700000,100000.0,2017,0,0,1
3587,Toyota Land Cruiser Prado,бензин,автомат,2990000,100000.0,1993,0,0,1
3588,Toyota Allion,бензин,вариатор,840000,226000.0,2007,0,0,1
3589,Toyota Corolla,дизель,автомат,200000,100000.0,1989,0,0,1
3590,Toyota Allion,бензин,вариатор,1499000,32500.0,2010,0,0,1
3591,Toyota Mark II,бензин,АКПП,700000,230504.0,2001,0,0,1
3592,Toyota Mark II,бензин,АКПП,550000,291000.0,1999,0,0,1
3593,Toyota Auris,бензин,вариатор,850000,55000.0,2010,0,0,1
3594,Toyota Chaser,бензин,АКПП,500000,270000.0,1996,0,0,1
3595,Toyota Harrier,бензин,вариатор,3900000,34000.0,2020,0,0,1
3596,Toyota Premio,бензин,вариатор,1150000,175000.0,2010,0,0,1
3597,Toyota Allion,бензин,вариатор,1450000,110000.0,2011,0,0,1
3598,Toyota Passo,бензин,АКПП,600000,67000.0,2009,0,0,1
3599,Toyota Wish,бензин,АКПП,870000,193000.0,2008,0,0,1
3600,Toyota Prius,гибрид,вариатор,1050007,280000.0,2009,0,0,1
3601,Toyota Wish,бензин,вариатор,1250000,95000.0,2012,0,0,1
3602,Toyota Land Cruiser Prado,бензин,АКПП,4300000,88700.0,2018,0,0,1
3603,Toyota Wish,бензин,вариатор,980000,270000.0,2010,0,0,1
3604,Toyota RAV4,бензин,АКПП,1450000,201827.0,2012,0,0,1
3605,Toyota Aqua,гибрид,вариатор,860000,117000.0,2014,0,0,1
3606,Toyota Prius,гибрид,вариатор,900000,200000.0,2014,0,0,1
3607,Toyota Land Cruiser,дизель,АКПП,3050000,265000.0,1995,0,0,1
3608,Toyota Crown,бензин,АКПП,2970000,88000.0,2016,0,0,1
3609,Toyota Vitz,бензин,вариатор,850000,149000.0,2016,0,0,1
3610,Toyota Wish,бензин,АКПП,800000,190000.0,2003,0,0,1
3611,Toyota C-HR,бензин,вариатор,1700000,110000.0,2018,0,0,1
3612,Toyota Allion,бензин,вариатор,1410000,120000.0,2017,0,0,1
3613,Toyota Harrier,бензин,вариатор,2800000,88000.0,2019,0,0,1
3614,Toyota Corolla Fielder,бензин,вариатор,800000,221816.0,2010,0,0,1
3615,Toyota Caldina,бензин,АКПП,270000,229755.0,1999,0,0,1
3616,Toyota Corolla Fielder,бензин,вариатор,970000,157000.0,2015,0,0,1
3617,Toyota Alphard,гибрид,вариатор,5690000,20000.0,2021,0,0,1
3618,Toyota Corolla Fielder,бензин,вариатор,740000,70000.0,2010,0,0,1
3619,Toyota Vitz,бензин,вариатор,620000,176000.0,2008,0,0,1
3620,Toyota Hilux Surf,бензин,АКПП,1350000,245000.0,2001,0,0,1
3621,Toyota Land Cruiser Cygnus,бензин,АКПП,2300000,86000.0,2000,0,0,1
3622,Toyota Progres,автомат,задний,1050000,260000.0,1990,0,0,1
3623,Toyota Corolla Fielder,бензин,вариатор,1365000,58000.0,2016,0,0,1
3624,Toyota Aqua,гибрид,вариатор,760000,196000.0,2012,0,0,1
3625,Toyota Wish,бензин,вариатор,1300000,111000.0,2009,0,0,1
3626,Toyota Corolla Spacio,бензин,АКПП,650000,320000.0,2001,0,0,1
3627,Toyota Cresta,бензин,АКПП,550000,140000.0,1998,0,0,1
3628,Toyota Hilux,дизель,механика,4500000,165000.0,2016,0,0,1
3629,Toyota Esquire,бензин,вариатор,3190000,122000.0,2018,0,0,1
3630,Toyota Corolla,гибрид,вариатор,2100000,130000.0,2019,0,0,1
3631,Toyota Allion,бензин,АКПП,950000,150000.0,2004,0,0,1
3632,Toyota Prius Alpha,гибрид,вариатор,1219000,172000.0,2013,0,0,1
3633,Toyota Crown,гибрид,вариатор,2950000,170000.0,2017,0,0,1
3634,Toyota Town Ace Noah,дизель,АКПП,600000,188000.0,1998,0,0,1
3635,Toyota Prius,гибрид,вариатор,1250000,177000.0,2013,0,0,1
3636,Toyota Fortuner,бензин,АКПП,3850000,61000.0,2018,0,0,1
3637,Toyota Sienta,бензин,вариатор,1260000,93483.0,2019,0,0,1
3638,Toyota Ractis,бензин,вариатор,670000,158000.0,2008,0,0,1
3639,Toyota Land Cruiser Prado,бензин,АКПП,3100000,125000.0,2010,0,0,1
3640,Toyota Vitz,бензин,вариатор,880000,94000.0,2016,0,0,1
3641,Toyota C-HR,бензин,вариатор,1800000,47000.0,2019,0,0,1
3642,Toyota RAV4,бензин,вариатор,1375000,250000.0,2006,0,0,1
3643,Toyota Land Cruiser,дизель,АКПП,6499000,209000.0,2017,0,0,1
3644,Toyota Voxy,гибрид,вариатор,1850000,190000.0,2014,0,0,1
3645,Toyota Crown,бензин,АКПП,700000,220000.0,1995,0,0,1
3646,Toyota Ractis,бензин,вариатор,800000,153000.0,2011,0,0,1
3647,Toyota Allion,бензин,вариатор,1050000,138000.0,2008,0,0,1
3648,Toyota Sequoia,бензин,АКПП,5900000,111111.0,2015,0,0,1
3649,Toyota Carina,бензин,АКПП,250000,253000.0,1992,0,0,1
3650,Toyota Harrier,бензин,вариатор,2270000,135000.0,2017,0,0,1
3651,Toyota ist,бензин,АКПП,420000,307591.0,2005,0,0,1
3652,Toyota Aristo,бензин,АКПП,600000,200000.0,1997,0,0,1
3653,Toyota Hilux Surf,дизель,АКПП,1599000,215000.0,1992,0,0,1
3654,Toyota Corolla Axio,бензин,вариатор,1400000,31000.0,2019,0,0,1
3655,Toyota Caldina,бензин,АКПП,200000,240000.0,2000,0,0,1
3656,Toyota Noah,бензин,вариатор,1100000,178000.0,2007,0,0,1
3657,Toyota Crown,бензин,АКПП,1700000,138000.0,2010,0,0,1
3658,Toyota Alphard,гибрид,вариатор,2510000,186000.0,2012,0,0,1
3659,Toyota RAV4,бензин,вариатор,2930000,32000.0,2019,0,0,1
3660,Toyota Mark II,бензин,АКПП,550000,200000.0,1999,0,0,1
