id,car_model,fuel_type,transmission,price,odo,year,khv,vdk,blg
5176,Toyota Harrier,гибрид,вариатор,2199000,100000.0,2017,0,1,0
5177,Toyota Land Cruiser,дизель,механика,1648000,336000.0,1994,0,1,0
5178,Toyota Land Cruiser Prado,дизель,АКПП,6300000,90000.0,2021,0,1,0
5179,Toyota Mark II,бензин,механика,1148000,150000.0,1999,0,1,0
5180,Toyota Succeed,бензин,вариатор,778000,191000.0,2015,0,1,0
5181,Toyota Vanguard,бензин,вариатор,1550000,240000.0,2011,0,1,0
5182,Toyota Hiace,дизель,АКПП,480000,518000.0,1997,0,1,0
5183,Toyota Mark X,бензин,АКПП,1285000,145000.0,2009,0,1,0
5184,Toyota Vitz,бензин,вариатор,550000,140000.0,2012,0,1,0
5185,Toyota Succeed,бензин,АКПП,450000,195000.0,2003,0,1,0
5186,Toyota Belta,бензин,вариатор,420000,167372.0,2006,0,1,0
5187,Toyota C-HR,гибрид,вариатор,2450000,37000.0,2021,0,1,0
5188,Toyota Land Cruiser Prado,дизель,АКПП,1900000,300000.0,1999,0,1,0
5189,Toyota Mark X,бензин,автомат,2300000,128000.0,2018,0,1,0
5190,Toyota Wish,бензин,АКПП,685000,235000.0,2003,0,1,0
5191,Toyota Roomy,бензин,вариатор,845000,125000.0,2019,0,1,0
5192,Toyota Harrier,бензин,вариатор,2300000,109.0,2017,0,1,0
5193,Toyota Sienta,бензин,вариатор,1550000,54000.0,2021,0,1,0
5194,Toyota Prius Alpha,гибрид,вариатор,1470000,188000.0,2013,0,1,0
5195,Toyota Vista,бензин,механика,330000,150000.0,1996,0,1,0
5196,Toyota Cresta,бензин,АКПП,377777,120000.0,1992,0,1,0
5197,Toyota Raize,бензин,вариатор,1350000,69000.0,2020,0,1,0
5198,Toyota Passo,бензин,АКПП,515000,,2009,0,1,0
5199,Toyota Porte,бензин,АКПП,530000,162781.0,2007,0,1,0
5200,Toyota Rush,бензин,АКПП,770000,250000.0,2006,0,1,0
5201,Toyota Mark II Wagon Qualis,бензин,АКПП,495000,280000.0,2001,0,1,0
5202,Toyota Crown,гибрид,вариатор,1890000,213000.0,2013,0,1,0
5203,Toyota Corolla,бензин,АКПП,520000,256446.0,2004,0,1,0
5204,Toyota Vitz,бензин,вариатор,700000,190000.0,2013,0,1,0
5205,Toyota Prius,гибрид,вариатор,1199999,247000.0,2015,0,1,0
5206,Toyota Land Cruiser,дизель,АКПП,4800000,208500.0,2015,0,1,0
5207,Toyota Voxy,гибрид,вариатор,1850000,211000.0,2015,0,1,0
5208,Toyota Vitz,бензин,вариатор,550000,192000.0,2011,0,1,0
5209,Toyota Spade,бензин,вариатор,1150000,100500.0,2013,0,1,0
5210,Toyota Land Cruiser,дизель,АКПП,3600000,133000.0,2011,0,1,0
5211,Toyota RAV4,бензин,вариатор,1400000,208000.0,2010,0,1,0
5212,Toyota Prius Alpha,гибрид,вариатор,1150000,338000.0,2012,0,1,0
5213,Toyota Sprinter,бензин,АКПП,260000,290000.0,1998,0,1,0
5214,Toyota Aqua,гибрид,вариатор,780000,108000.0,2014,0,1,0
5215,Toyota Passo,бензин,вариатор,510000,176000.0,2014,0,1,0
5216,Toyota C-HR,бензин,вариатор,1660000,122760.0,2017,0,1,0
5217,Toyota Succeed,гибрид,вариатор,1050000,141000.0,2019,0,1,0
5218,Toyota Land Cruiser,дизель,АКПП,7700000,140000.0,2019,0,1,0
5219,Toyota Land Cruiser,бензин,АКПП,8700000,47000.0,2020,0,1,0
5220,Toyota Highlander,бензин,АКПП,1550000,234000.0,2008,0,1,0
5221,Toyota Corolla Spacio,бензин,АКПП,470000,249000.0,2001,0,1,0
5222,Toyota Land Cruiser Prado,бензин,АКПП,2200000,180000.0,2007,0,1,0
5223,Toyota Camry,бензин,АКПП,320000,300000.0,1997,0,1,0
5224,Toyota Probox,бензин,АКПП,400000,396.0,2002,0,1,0
5225,Toyota Sai,гибрид,вариатор,1800000,105000.0,2014,0,1,0
5226,Toyota Corolla Axio,бензин,вариатор,980000,98614.0,2016,0,1,0
5227,Toyota Passo,бензин,вариатор,650000,122000.0,2015,0,1,0
5228,Toyota Estima,гибрид,вариатор,1490000,290000.0,2009,0,1,0
5229,Toyota C-HR,бензин,вариатор,1840000,36000.0,2020,0,1,0
5230,Toyota Crown,гибрид,вариатор,3800000,99500.0,2020,0,1,0
5231,Toyota Wish,бензин,АКПП,730000,82000.0,2005,0,1,0
5232,Toyota Corolla,бензин,АКПП,510000,273000.0,2003,0,1,0
5233,Toyota Caldina,бензин,АКПП,710000,210000.0,2002,0,1,0
5234,Toyota Aqua,гибрид,вариатор,840000,183000.0,2016,0,1,0
5235,Toyota Corolla Axio,бензин,вариатор,1175000,99.0,2018,0,1,0
5236,Toyota Land Cruiser Prado,дизель,АКПП,4900000,55000.0,2020,0,1,0
5237,Toyota Aqua,гибрид,вариатор,990000,112000.0,2016,0,1,0
5238,Toyota Land Cruiser,дизель,АКПП,5950000,115000.0,2015,0,1,0
5239,Toyota Land Cruiser Prado,бензин,АКПП,2000000,139708.0,2008,0,1,0
5240,Toyota Touring Hiace,бензин,АКПП,250000,263000.0,2001,0,1,0
5241,Toyota Prius,гибрид,вариатор,450000,300000.0,2007,0,1,0
5242,Toyota Corolla,бензин,вариатор,1650000,25500.0,2020,0,1,0
5243,Toyota Sienta,бензин,АКПП,750000,131000.0,2013,0,1,0
5244,Toyota Vanguard,бензин,вариатор,1200000,194000.0,2008,0,1,0
5245,Toyota Sienta,бензин,вариатор,1200000,116640.0,2015,0,1,0
5246,Toyota RAV4,бензин,вариатор,2250000,150000.0,2017,0,1,0
5247,Toyota Town Ace Noah,бензин,АКПП,707000,230000.0,2000,0,1,0
5248,Toyota Prius,гибрид,вариатор,1100000,225000.0,2009,0,1,0
5249,Toyota Land Cruiser,дизель,АКПП,7600000,138200.0,2017,0,1,0
5250,Toyota Passo,бензин,АКПП,350000,180000.0,2006,0,1,0
5251,Toyota Prius,гибрид,вариатор,1800000,250000.0,2019,0,1,0
5252,Toyota Spade,бензин,вариатор,1050000,140000.0,2015,0,1,0
5253,Toyota Land Cruiser Prado,дизель,АКПП,680000,240.0,1998,0,1,0
5254,Toyota Harrier,бензин,АКПП,2050000,108000.0,2010,0,1,0
5255,Toyota Sienta,гибрид,вариатор,1400000,173000.0,2016,0,1,0
5256,Toyota Harrier,бензин,АКПП,3300000,134000.0,2018,0,1,0
5257,Toyota Aqua,гибрид,вариатор,740000,140000.0,2014,0,1,0
5258,Toyota Sienta,бензин,вариатор,1650000,130000.0,2019,0,1,0
5259,Toyota Vitz,бензин,вариатор,700000,120000.0,2008,0,1,0
5260,Toyota Sienta,бензин,вариатор,1650000,130000.0,2019,0,1,0
5261,Toyota Vitz,бензин,вариатор,700000,120000.0,2008,0,1,0
5262,Toyota Wish,бензин,АКПП,700000,159000.0,2004,0,1,0
5263,Toyota Allion,бензин,вариатор,1400000,82915.0,2016,0,1,0
5264,Toyota Land Cruiser Prado,дизель,АКПП,4090000,101500.0,2018,0,1,0
5265,Toyota Prius,гибрид,вариатор,1250000,145000.0,2014,0,1,0
5266,Toyota Vitz,бензин,вариатор,900000,89270.0,2019,0,1,0
5267,Toyota Kluger V,бензин,АКПП,880000,370000.0,2001,0,1,0
5268,Toyota Probox,бензин,АКПП,700000,200000.0,2012,0,1,0
5269,Toyota Vitz,бензин,АКПП,270000,300000.0,2001,0,1,0
5270,Toyota Aqua,гибрид,вариатор,670000,190000.0,2012,0,1,0
5271,Toyota Prius Alpha,гибрид,вариатор,650000,185000.0,2013,0,1,0
5272,Toyota Vitz,бензин,вариатор,675000,149000.0,2014,0,1,0
5273,Toyota Vitz,бензин,АКПП,630000,235000.0,2009,0,1,0
5274,Toyota Esquire,гибрид,вариатор,1860000,91000.0,2015,0,1,0
5275,Toyota Hilux Surf,дизель,механика,460000,500000.0,1990,0,1,0
5276,Toyota Probox,бензин,вариатор,850000,112000.0,2017,0,1,0
5277,Toyota Land Cruiser Prado,дизель,АКПП,3000000,225000.0,2011,0,1,0
5278,Toyota Nadia,бензин,АКПП,900000,999999.0,1999,0,1,0
5279,Toyota Grand Hiace,бензин,АКПП,900000,145000.0,1999,0,1,0
5280,Toyota Nadia,бензин,АКПП,900000,999999.0,1999,0,1,0
5281,Toyota Grand Hiace,бензин,АКПП,900000,145000.0,1999,0,1,0
5282,Toyota Corolla,бензин,АКПП,315000,315000.0,2000,0,1,0
5283,Toyota ist,бензин,АКПП,500000,304000.0,2005,0,1,0
5284,Toyota Auris,бензин,вариатор,650000,268000.0,2007,0,1,0
5285,Toyota Probox,бензин,АКПП,600000,204150.0,2008,0,1,0
5286,Toyota Corolla Axio,бензин,вариатор,670000,220000.0,2009,0,1,0
5287,Toyota Land Cruiser Prado,бензин,АКПП,6000000,91000.0,2018,0,1,0
5288,Toyota Highlander,бензин,АКПП,2090000,225000.0,2012,0,1,0
5289,Toyota Corolla,бензин,АКПП,220000,120000.0,2000,0,1,0
5290,Toyota Hilux Surf,бензин,АКПП,2450000,337000.0,2006,0,1,0
5291,Toyota Crown,гибрид,вариатор,4300000,101000.0,2018,0,1,0
5292,Toyota Hilux Surf,дизель,АКПП,550000,232000.0,1993,0,1,0
5293,Toyota Hiace,дизель,АКПП,260000,100000.0,1996,0,1,0
5294,Toyota Corolla Fielder,бензин,АКПП,450000,288000.0,2001,0,1,0
5295,Toyota Aristo,бензин,АКПП,900000,260000.0,1998,0,1,0
5296,Toyota Caldina,бензин,АКПП,350000,158000.0,1993,0,1,0
5297,Toyota Land Cruiser Prado,дизель,АКПП,4200000,101000.0,2019,0,1,0
5298,Toyota Wish,бензин,вариатор,1490000,106201.0,2014,0,1,0
5299,Toyota Wish,бензин,вариатор,1490000,106201.0,2014,0,1,0
5300,Toyota Caldina,бензин,АКПП,690000,263000.0,2006,0,1,0
5301,Toyota Land Cruiser Prado,дизель,АКПП,3100000,205000.0,2011,0,1,0
5302,Toyota Corolla Fielder,бензин,вариатор,850000,248000.0,2012,0,1,0
5303,Toyota Isis,бензин,вариатор,715000,175000.0,2005,0,1,0
5304,Toyota Prius,гибрид,вариатор,1059000,192000.0,2010,0,1,0
5305,Toyota C-HR,бензин,вариатор,1850000,12500.0,2021,0,1,0
5306,Toyota RAV4,гибрид,вариатор,3180000,130000.0,2019,0,1,0
5307,Toyota Chaser,бензин,АКПП,2950000,100000.0,1998,0,1,0
5308,Toyota Allion,бензин,вариатор,1800777,30000.0,2020,0,1,0
5309,Toyota Land Cruiser Prado,бензин,АКПП,4200000,60000.0,2019,0,1,0
5310,Toyota Vitz,бензин,АКПП,525000,146000.0,2009,0,1,0
5311,Toyota Prius,гибрид,вариатор,915000,307000.0,2010,0,1,0
5312,Toyota Auris,гибрид,вариатор,1130000,220000.0,2017,0,1,0
5313,Toyota Succeed,бензин,АКПП,395000,210000.0,2004,0,1,0
5314,Toyota Prius,гибрид,вариатор,1550000,70000.0,2015,0,1,0
5315,Toyota Prius,гибрид,вариатор,1100000,290000.0,2012,0,1,0
5316,Toyota Carina,бензин,АКПП,300000,400000.0,1993,0,1,0
5317,Toyota Land Cruiser Prado,дизель,АКПП,4600000,145000.0,2018,0,1,0
5318,Toyota Hilux,дизель,АКПП,5605000,19300.0,2022,0,1,0
5319,Toyota Nadia,бензин,АКПП,465000,135000.0,1999,0,1,0
5320,Toyota Raum,бензин,АКПП,630000,214000.0,2009,0,1,0
5321,Toyota Levin,бензин,вариатор,1475000,12000.0,2021,0,1,0
5322,Toyota Passo,бензин,вариатор,650000,146000.0,2015,0,1,0
5323,Toyota Land Cruiser Prado,бензин,АКПП,1350000,254000.0,2002,0,1,0
5324,Toyota C-HR,бензин,вариатор,1650000,165000.0,2018,0,1,0
5325,Toyota Aqua,гибрид,вариатор,750000,138000.0,2013,0,1,0
5326,Toyota Camry,бензин,АКПП,2000000,140000.0,2013,0,1,0
5327,Toyota Corolla,гибрид,вариатор,1550000,118000.0,2019,0,1,0
5328,Toyota Raum,бензин,АКПП,360000,200000.0,2000,0,1,0
5329,Toyota Vitz,бензин,вариатор,370000,205000.0,2006,0,1,0
5330,Toyota Land Cruiser Prado,дизель,АКПП,6300000,89000.0,2021,0,1,0
5331,Toyota C-HR,бензин,вариатор,1800000,40000.0,2017,0,1,0
5332,Toyota Allion,бензин,вариатор,1395000,108000.0,2015,0,1,0
5333,Toyota Prius,гибрид,вариатор,1685000,74000.0,2019,0,1,0
5334,Toyota Mark II,бензин,АКПП,1500000,340000.0,1995,0,1,0
5335,Toyota Aqua,гибрид,вариатор,850000,272573.0,2014,0,1,0
5336,Toyota Corolla Axio,бензин,вариатор,1150000,126000.0,2018,0,1,0
5337,Toyota Corolla Fielder,бензин,вариатор,1450000,226000.0,2016,0,1,0
5338,Toyota Corolla Axio,бензин,вариатор,1100000,133000.0,2016,0,1,0
5339,Toyota Aristo,бензин,АКПП,900000,200000.0,1997,0,1,0
5340,Toyota Belta,бензин,вариатор,475000,314000.0,2007,0,1,0
5341,Toyota Ractis,бензин,вариатор,485000,124000.0,2009,0,1,0
5342,Toyota Allion,бензин,вариатор,1220000,205000.0,2011,0,1,0
5343,Toyota Passo,бензин,вариатор,830000,42000.0,2020,0,1,0
5344,Toyota Mark II,бензин,АКПП,325555,777777.0,1991,0,1,0
5345,Toyota Harrier,гибрид,вариатор,2760000,160000.0,2019,0,1,0
5346,Toyota Hilux,дизель,механика,350000,300000.0,1992,0,1,0
5347,Toyota Rush,бензин,АКПП,1250000,178039.0,2015,0,1,0
5348,Toyota Corolla,дизель,АКПП,210000,328450.0,1997,0,1,0
5349,Toyota C-HR,бензин,вариатор,1950000,83000.0,2019,0,1,0
5350,Toyota Esquire,гибрид,вариатор,1770000,148000.0,2015,0,1,0
5351,Toyota Land Cruiser Prado,бензин,АКПП,3300000,148000.0,2011,0,1,0
5352,Toyota Vitz,бензин,вариатор,870000,20000.0,2015,0,1,0
5353,Toyota ist,бензин,вариатор,610000,258138.0,2008,0,1,0
5354,Toyota Isis,бензин,вариатор,1250000,126000.0,2012,0,1,0
5355,Toyota Yaris,бензин,вариатор,700000,70507.0,2021,0,1,0
5356,Toyota Land Cruiser Prado,дизель,АКПП,4500000,63000.0,2019,0,1,0
5357,Toyota Aqua,гибрид,вариатор,519000,250000.0,2012,0,1,0
5358,Toyota Vellfire,бензин,вариатор,899000,200.0,2011,0,1,0
5359,Toyota Alphard,гибрид,вариатор,2100000,235000.0,2012,0,1,0
5360,Toyota Vellfire,бензин,вариатор,689000,200.0,2009,0,1,0
5361,Toyota Alphard,бензин,АКПП,736500,135000.0,2008,0,1,0
5362,Toyota Ipsum,бензин,АКПП,575000,167000.0,2004,0,1,0
5363,Toyota Estima,бензин,вариатор,549000,200.0,2009,0,1,0
5364,Toyota Passo,бензин,вариатор,790000,63000.0,2016,0,1,0
5365,Toyota Passo,бензин,автомат,730000,91600.0,2016,0,1,0
5366,Toyota Crown,бензин,механика,175000,232900.0,1994,0,1,0
5367,Toyota Land Cruiser Prado,дизель,АКПП,1985000,70000.0,1992,0,1,0
5368,Toyota Yaris Cross,бензин,вариатор,2300000,20000.0,2020,0,1,0
5369,Toyota Prius,гибрид,вариатор,1150000,260000.0,2012,0,1,0
5370,Toyota Voltz,бензин,АКПП,650000,158000.0,2002,0,1,0
5371,Toyota Land Cruiser Prado,дизель,АКПП,1690000,290000.0,1999,0,1,0
5372,Toyota Corolla Axio,бензин,вариатор,1150000,77254.0,2011,0,1,0
5373,Toyota Ipsum,бензин,АКПП,460000,300000.0,1999,0,1,0
5374,Toyota Sprinter,бензин,АКПП,99000,232000.0,1991,0,1,0
5375,Toyota C-HR,бензин,вариатор,1750000,96000.0,2018,0,1,0
5376,Toyota Corolla Levin,бензин,АКПП,375000,156030.0,1996,0,1,0
5377,Toyota Sienta,бензин,вариатор,1360000,130000.0,2019,0,1,0
5378,Toyota Highlander,бензин,АКПП,1850000,255000.0,2011,0,1,0
5379,Toyota Mark II,бензин,АКПП,650000,89000.0,1996,0,1,0
5380,Toyota Harrier,бензин,АКПП,950000,148000.0,2010,0,1,0
5381,Toyota Raize,бензин,вариатор,1330000,46000.0,2020,0,1,0
5382,Toyota Crown,бензин,АКПП,1495000,169000.0,2008,0,1,0
5383,Toyota Roomy,бензин,вариатор,980000,21000.0,2021,0,1,0
5384,Toyota Crown,бензин,АКПП,1050000,297000.0,2000,0,1,0
5385,Toyota Prius,гибрид,вариатор,1019000,151000.0,2012,0,1,0
5386,Toyota Allion,бензин,вариатор,795000,172000.0,2008,0,1,0
5387,Toyota Yaris Cross,бензин,вариатор,2300000,25922.0,2020,0,1,0
5388,Toyota Sai,гибрид,вариатор,1575000,138000.0,2014,0,1,0
5389,Toyota Aqua,гибрид,вариатор,899000,115000.0,2017,0,1,0
5390,Toyota Premio,бензин,вариатор,850000,190000.0,2010,0,1,0
5391,Toyota Land Cruiser Cygnus,бензин,АКПП,1875000,227500.0,2003,0,1,0
5392,Toyota Voxy,бензин,вариатор,930000,309000.0,2005,0,1,0
5393,Toyota Vitz,бензин,вариатор,885000,75000.0,2018,0,1,0
5394,Toyota Passo,бензин,вариатор,520000,102000.0,2010,0,1,0
5395,Toyota Harrier,бензин,вариатор,2580000,66000.0,2018,0,1,0
5396,Toyota Land Cruiser,бензин,АКПП,3000000,180000.0,2000,0,1,0
5397,Toyota C-HR,бензин,вариатор,1700000,53000.0,2017,0,1,0
5398,Toyota Aqua,гибрид,вариатор,830000,250000.0,2017,0,1,0
5399,Toyota Hiace,дизель,автомат,900000,344180.0,1989,0,1,0
5400,Toyota Corolla Fielder,бензин,вариатор,750000,234330.0,2011,0,1,0
5401,Toyota Crown,гибрид,вариатор,3150000,148000.0,2018,0,1,0
5402,Toyota Alphard,гибрид,вариатор,7699999,51000.0,2023,0,1,0
5403,Toyota Corolla Spacio,бензин,АКПП,260000,231000.0,1997,0,1,0
5404,Toyota Duet,бензин,АКПП,99000,283000.0,2003,0,1,0
5405,Toyota Prius,гибрид,вариатор,580000,337468.0,2010,0,1,0
5406,Toyota Corolla Axio,бензин,вариатор,580000,201000.0,2009,0,1,0
5407,Toyota Land Cruiser,бензин,механика,1110000,323000.0,1997,0,1,0
5408,Toyota Probox,бензин,АКПП,400000,188000.0,2003,0,1,0
5409,Toyota Roomy,бензин,вариатор,1090000,103772.0,2019,0,1,0
5410,Toyota Corolla Axio,бензин,вариатор,600000,291800.0,2010,0,1,0
5411,Toyota Premio,бензин,вариатор,1150000,182000.0,2010,0,1,0
5412,Toyota Esquire,гибрид,вариатор,1600000,270000.0,2015,0,1,0
5413,Toyota Prius,гибрид,вариатор,780000,255000.0,2010,0,1,0
5414,Toyota Mark II,бензин,автомат,850000,320000.0,1990,0,1,0
5415,Toyota Carina,бензин,АКПП,80000,364330.0,1991,0,1,0
5416,Toyota RAV4,бензин,автомат,1600000,190000.0,2012,0,1,0
5417,Toyota Corolla Axio,бензин,вариатор,770000,162000.0,2013,0,1,0
5418,Toyota Land Cruiser Prado,дизель,АКПП,1800000,306000.0,1995,0,1,0
5419,Toyota Vitz,бензин,АКПП,485000,245000.0,2005,0,1,0
5420,Toyota Land Cruiser,бензин,АКПП,1850000,139000.0,2007,0,1,0
5421,Toyota Vitz,бензин,вариатор,595000,103000.0,2015,0,1,0
5422,Toyota Corolla Fielder,бензин,вариатор,1150000,188000.0,2011,0,1,0
5423,Toyota C-HR,бензин,вариатор,1900000,67000.0,2020,0,1,0
5424,Toyota Camry,бензин,АКПП,1550000,161000.0,2011,0,1,0
